id_præd;id_præst;præst_navn;id_dok;dato;periode;helligdag;udgivelses_type;udgiver;stift;år_født;år_død;stilling;affiliation;afviger;txt;final;bemærkninger;;;;;
1376;379;Carl Martin Hermansen;pr1376_379;1944-05-07;1940-1945;4pås_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1377;379;Carl Martin Hermansen;pr1377_379;1944-05-14;1940-1945;5pås_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1378;379;Carl Martin Hermansen;pr1378_379;1944-05-21;1940-1945;6pås_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1379;379;Carl Martin Hermansen;pr1379_379;1944-05-28;1940-1945;pin_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1380;379;Carl Martin Hermansen;pr1380_379;1944-06-04;1940-1945;tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1381;379;Carl Martin Hermansen;pr1381_379;1944-06-11;1940-1945;1tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1382;379;Carl Martin Hermansen;pr1382_379;1944-06-18;1940-1945;2tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1383;379;Carl Martin Hermansen;pr1383_379;1944-06-25;1940-1945;3tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1384;91;Knud Ejler Løgstrup;pr1384_91;1944-07-02;1940-1945;4tri_2;bla;Kirkeligt Samfund;aar;1905;1981;præ;NA;falsk;sandt;sandt;;;;;;
1385;379;Carl Martin Hermansen;pr1385_379;1944-07-09;1940-1945;5tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1386;102;Vagn Aage Kvist;pr1386_102;1944-07-16;1940-1945;6tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1387;379;Carl Martin Hermansen;pr1387_379;1944-07-23;1940-1945;7tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1388;379;Carl Martin Hermansen;pr1388_379;1944-07-30;1940-1945;8tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1389;379;Carl Martin Hermansen;pr1389_379;1944-08-06;1940-1945;9tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1390;379;Carl Martin Hermansen;pr1390_379;1944-08-13;1940-1945;10tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1391;379;Carl Martin Hermansen;pr1391_379;1944-08-20;1940-1945;11tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1392;379;Carl Martin Hermansen;pr1392_379;1944-08-27;1940-1945;12tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1393;379;Carl Martin Hermansen;pr1393_379;1944-09-03;1940-1945;13tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1394;379;Carl Martin Hermansen;pr1394_379;1944-09-10;1940-1945;14tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1395;379;Carl Martin Hermansen;pr1395_379;1944-09-17;1940-1945;15tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1396;379;Carl Martin Hermansen;pr1396_379;1944-10-01;1940-1945;17tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1397;102;Vagn Aage Kvist;pr1397_102;1944-10-08;1940-1945;18tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1398;379;Carl Martin Hermansen;pr1398_379;1944-10-15;1940-1945;19tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1399;379;Carl Martin Hermansen;pr1399_379;1944-10-22;1940-1945;20tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1400;379;Carl Martin Hermansen;pr1400_379;1944-10-29;1940-1945;21tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1401;379;Carl Martin Hermansen;pr1401_379;1944-11-05;1940-1945;all_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1402;379;Carl Martin Hermansen;pr1402_379;1944-11-12;1940-1945;23tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1403;379;Carl Martin Hermansen;pr1403_379;1944-11-19;1940-1945;24tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1404;379;Carl Martin Hermansen;pr1404_379;1944-11-26;1940-1945;25tri_2;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1405;379;Carl Martin Hermansen;pr1405_379;1944-12-03;1940-1945;1adv_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1406;379;Carl Martin Hermansen;pr1406_379;1944-12-10;1940-1945;2adv_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1407;102;Vagn Aage Kvist;pr1407_102;1944-12-17;1940-1945;3adv_1;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1408;379;Carl Martin Hermansen;pr1408_379;1944-12-24;1940-1945;jul_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1409;379;Carl Martin Hermansen;pr1409_379;1945-01-07;1940-1945;1hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1410;379;Carl Martin Hermansen;pr1410_379;1945-01-14;1940-1945;2hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1411;379;Carl Martin Hermansen;pr1411_379;1945-01-21;1940-1945;3hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1412;379;Carl Martin Hermansen;pr1412_379;1945-01-28;1940-1945;sep_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1413;393;Clemens Benjamin Barfod Petersen;pr1413_393;1945-02-04;1940-1945;sek_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1414;393;Clemens Benjamin Barfod Petersen;pr1414_393;1945-02-11;1940-1945;fas_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1415;393;Clemens Benjamin Barfod Petersen;pr1415_393;1945-02-18;1940-1945;1fas_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1416;393;Clemens Benjamin Barfod Petersen;pr1416_393;1945-02-25;1940-1945;2fas_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1417;393;Clemens Benjamin Barfod Petersen;pr1417_393;1945-03-04;1940-1945;3fas_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1418;393;Clemens Benjamin Barfod Petersen;pr1418_393;1945-03-11;1940-1945;mfa_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1419;393;Clemens Benjamin Barfod Petersen;pr1419_393;1945-03-25;1940-1945;mbe_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1420;393;Clemens Benjamin Barfod Petersen;pr1420_393;1945-04-01;1940-1945;pås_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1421;393;Clemens Benjamin Barfod Petersen;pr1421_393;1945-04-15;1940-1945;2pås_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1422;393;Clemens Benjamin Barfod Petersen;pr1422_393;1945-04-22;1940-1945;3pås_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1423;393;Clemens Benjamin Barfod Petersen;pr1423_393;1945-04-29;1940-1945;4pås_1;bla;Kirkeligt Samfund;fyn;1892;1988;præ;gru;falsk;sandt;sandt;;;;;;
1424;394;Hans Balthasar Lind Øllgaard;pr1424_394;1945-05-06;1940-1945;5pås_1;bla;Kirkeligt Samfund;fyn;1888;1979;bis;gru;falsk;sandt;sandt;;;;;;
1425;379;Carl Martin Hermansen;pr1425_379;1961-01-01;1961-1963;nyt_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1426;379;Carl Martin Hermansen;pr1426_379;1961-01-08;1961-1963;1hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1427;379;Carl Martin Hermansen;pr1427_379;1961-01-15;1961-1963;2hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1428;379;Carl Martin Hermansen;pr1428_379;1961-01-22;1961-1963;3hel_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1429;379;Carl Martin Hermansen;pr1429_379;1961-01-29;1961-1963;sep_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1430;379;Carl Martin Hermansen;pr1430_379;1961-02-05;1961-1963;sek_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1431;379;Carl Martin Hermansen;pr1431_379;1961-05-12;1961-1963;fas_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1432;379;Carl Martin Hermansen;pr1432_379;1961-02-19;1961-1963;1fas_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1433;379;Carl Martin Hermansen;pr1433_379;1961-02-26;1961-1963;2fas_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1434;379;Carl Martin Hermansen;pr1434_379;1961-03-05;1961-1963;3fas_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1435;379;Carl Martin Hermansen;pr1435_379;1961-03-12;1961-1963;mfa_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1436;379;Carl Martin Hermansen;pr1436_379;1961-03-19;1961-1963;mbe_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1437;379;Carl Martin Hermansen;pr1437_379;1961-03-26;1961-1963;pal_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1438;379;Carl Martin Hermansen;pr1438_379;1961-04-02;1961-1963;pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1439;379;Carl Martin Hermansen;pr1439_379;1961-04-09;1961-1963;1pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1440;379;Carl Martin Hermansen;pr1440_379;1961-04-16;1961-1963;2pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1441;379;Carl Martin Hermansen;pr1441_379;1961-04-23;1961-1963;3pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1442;379;Carl Martin Hermansen;pr1442_379;1961-04-30;1961-1963;4pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1443;379;Carl Martin Hermansen;pr1443_379;1961-05-07;1961-1963;5pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1444;379;Carl Martin Hermansen;pr1444_379;1961-05-14;1961-1963;6pås_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1445;379;Carl Martin Hermansen;pr1445_379;1961-05-21;1961-1963;pin_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1446;379;Carl Martin Hermansen;pr1446_379;1961-05-28;1961-1963;tri_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1447;379;Carl Martin Hermansen;pr1447_379;1961-06-04;1961-1963;1tri_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1448;379;Carl Martin Hermansen;pr1448_379;1961-06-11;1961-1963;2tri_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1449;379;Carl Martin Hermansen;pr1449_379;1961-06-18;1961-1963;3tri_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1450;379;Carl Martin Hermansen;pr1450_379;1961-06-25;1961-1963;4tri_1;bla;Kirkeligt Samfund;aal;1897;1976;præ;gru;falsk;sandt;sandt;;;;;;
1451;395;Peter Riemann;pr1451_395;1961-07-02;1961-1963;5tri_1;bla;Kirkeligt Samfund;rib;1908;1981;præ;gru;falsk;sandt;sandt;;;;;;
1452;396;Gudmund Høgsbro Kelstrup;pr1452_396;1961-07-09;1961-1963;6tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1453;397;Einar Brandt Nielsen;pr1453_397;1961-07-09;1961-1963;1tri_1;bla;Kirkeligt Samfund;rib;1917;2003;præ;gru;sand_dat_tex;sandt;sandt;;;;;;
1454;398;Thomas Kristoffer Bruun;pr1454_398;1961-07-16;1961-1963;7tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1455;399;Finn Riber Jensen;pr1455_399;1961-07-23;1961-1963;8tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1456;396;Gudmund Høgsbro Kelstrup;pr1456_396;1961-07-30;1961-1963;9tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1457;398;Thomas Kristoffer Bruun;pr1457_398;1961-08-06;1961-1963;10tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1458;400;Helge Skov;pr1458_400;1961-08-06;1961-1963;5tri_1;bla;Kirkeligt Samfund;rib;1921;1991;præ;gru;sand_dat_tex;sandt;sandt;;;;;;
1459;399;Finn Riber Jensen;pr1459_399;1961-08-13;1961-1963;11tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1460;401;Jens Yde;pr1460_401;1961-08-13;1961-1963;8tri_1;bla;Kirkeligt Samfund;aar;1919;1984;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1461;396;Gudmund Høgsbro Kelstrup;pr1461_396;1961-08-20;1961-1963;12tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1462;398;Thomas Kristoffer Bruun;pr1462_398;1961-08-27;1961-1963;13tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1463;362;Peter Dons Augustinus;pr1463_362;1961-08-27;1961-1963;3tri_1;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;sand_dat_tex;sandt;sandt;;;;;;
1464;399;Finn Riber Jensen;pr1464_399;1961-09-03;1961-1963;14tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1465;396;Gudmund Høgsbro Kelstrup;pr1465_396;1961-09-10;1961-1963;15tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1466;398;Thomas Kristoffer Bruun;pr1466_398;1961-09-17;1961-1963;16tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1467;399;Finn Riber Jensen;pr1467_399;1961-09-24;1961-1963;17tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1468;396;Gudmund Høgsbro Kelstrup;pr1468_396;1961-10-01;1961-1963;18tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1469;398;Thomas Kristoffer Bruun;pr1469_398;1961-10-08;1961-1963;19tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1470;399;Finn Riber Jensen;pr1470_399;1961-10-15;1961-1963;20tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1471;396;Gudmund Høgsbro Kelstrup;pr1471_396;1961-10-22;1961-1963;21tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1472;398;Thomas Kristoffer Bruun;pr1472_398;1961-10-29;1961-1963;22tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1473;399;Finn Riber Jensen;pr1473_399;1961-11-05;1961-1963;23tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1474;396;Gudmund Høgsbro Kelstrup;pr1474_396;1961-11-12;1961-1963;24tri_1;bla;Kirkeligt Samfund;aar;1902;2003;præ;gru;falsk;sandt;sandt;;;;;;
1475;398;Thomas Kristoffer Bruun;pr1475_398;1961-11-19;1961-1963;25tri_1;bla;Kirkeligt Samfund;rib;1908;NA;præ;gru;falsk;sandt;sandt;;;;;;
1476;399;Finn Riber Jensen;pr1476_399;1961-11-26;1961-1963;26tri_1;bla;Kirkeligt Samfund;rib;1921;2015;præ;gru;falsk;sandt;sandt;;;;;;
1477;34;Poul Georg Lindhardt;pr1477_34;1961-12-03;1961-1963;1adv_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1478;362;Peter Dons Augustinus;pr1478_362;1961-12-10;1961-1963;2adv_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1479;34;Poul Georg Lindhardt;pr1479_34;1961-12-17;1961-1963;3adv_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1480;362;Peter Dons Augustinus;pr1480_362;1961-12-24;1961-1963;jul_1;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1481;34;Poul Georg Lindhardt;pr1481_34;1962-01-07;1961-1963;nyt_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;sand_dat_tex;sandt;sandt;;;;;;
1482;362;Peter Dons Augustinus;pr1482_362;1962-01-14;1961-1963;7tri_1;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;sand_dat_tex;sandt;sandt;;;;;;
1483;34;Poul Georg Lindhardt;pr1483_34;1962-01-21;1961-1963;3hel_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1484;362;Peter Dons Augustinus;pr1484_362;1962-01-28;1961-1963;4hel_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1485;34;Poul Georg Lindhardt;pr1485_34;1962-02-04;1961-1963;5hel_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1486;362;Peter Dons Augustinus;pr1486_362;1962-02-11;1961-1963;6hel_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1487;34;Poul Georg Lindhardt;pr1487_34;1962-02-18;1961-1963;sep_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1488;362;Peter Dons Augustinus;pr1488_362;1962-02-25;1961-1963;sek_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1489;34;Poul Georg Lindhardt;pr1489_34;1962-03-04;1961-1963;fas_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1490;362;Peter Dons Augustinus;pr1490_362;1962-03-11;1961-1963;1fas_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1491;34;Poul Georg Lindhardt;pr1491_34;1962-03-18;1961-1963;2fas_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1492;362;Peter Dons Augustinus;pr1492_362;1962-03-25;1961-1963;3fas_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1493;34;Poul Georg Lindhardt;pr1493_34;1962-04-01;1961-1963;mfa_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1494;362;Peter Dons Augustinus;pr1494_362;1962-04-08;1961-1963;mbe_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1495;34;Poul Georg Lindhardt;pr1495_34;1962-04-15;1961-1963;pal_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1496;362;Peter Dons Augustinus;pr1496_362;1962-04-22;1961-1963;pås_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1497;34;Poul Georg Lindhardt;pr1497_34;1962-04-29;1961-1963;1pås_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1498;362;Peter Dons Augustinus;pr1498_362;1962-05-06;1961-1963;2pås_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1499;34;Poul Georg Lindhardt;pr1499_34;1962-05-13;1961-1963;3pås_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1500;362;Peter Dons Augustinus;pr1500_362;1962-05-20;1961-1963;4pås_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1501;34;Poul Georg Lindhardt;pr1501_34;1962-05-27;1961-1963;5pås_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1502;362;Peter Dons Augustinus;pr1502_362;1962-06-03;1961-1963;6pås_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1503;34;Poul Georg Lindhardt;pr1503_34;1962-06-10;1961-1963;pin_2;bla;Kirkeligt Samfund;aar;1910;1988;kap;NA;falsk;sandt;sandt;;;;;;
1504;362;Peter Dons Augustinus;pr1504_362;1962-06-17;1961-1963;tri_2;bla;Kirkeligt Samfund;køb;1885;1963;præ;gru;falsk;sandt;sandt;;;;;;
1505;102;Vagn Aage Kvist;pr1505_102;1962-06-24;1961-1963;1tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1506;402;Otto Frederik Paludan;pr1506_402;1962-07-01;1961-1963;2tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1507;102;Vagn Aage Kvist;pr1507_102;1962-07-08;1961-1963;3tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1508;402;Otto Frederik Paludan;pr1508_402;1962-07-15;1961-1963;4tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1509;102;Vagn Aage Kvist;pr1509_102;1962-07-22;1961-1963;5tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1510;402;Otto Frederik Paludan;pr1510_402;1962-07-29;1961-1963;6tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1511;102;Vagn Aage Kvist;pr1511_102;1962-08-05;1961-1963;7tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1512;402;Otto Frederik Paludan;pr1512_402;1962-08-12;1961-1963;8tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1513;102;Vagn Aage Kvist;pr1513_102;1962-08-19;1961-1963;9tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1514;402;Otto Frederik Paludan;pr1514_402;1962-08-26;1961-1963;10tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1515;102;Vagn Aage Kvist;pr1515_102;1962-09-02;1961-1963;11tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1516;402;Otto Frederik Paludan;pr1516_402;1962-09-09;1961-1963;12tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1517;102;Vagn Aage Kvist;pr1517_102;1962-09-16;1961-1963;13tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1518;402;Otto Frederik Paludan;pr1518_402;1962-09-23;1961-1963;14tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1519;102;Vagn Aage Kvist;pr1519_102;1962-09-30;1961-1963;15tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1520;402;Otto Frederik Paludan;pr1520_402;1962-10-07;1961-1963;16tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1521;102;Vagn Aage Kvist;pr1521_102;1962-10-14;1961-1963;17tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1522;402;Otto Frederik Paludan;pr1522_402;1962-10-21;1961-1963;18tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1523;102;Vagn Aage Kvist;pr1523_102;1962-10-28;1961-1963;19tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1524;402;Otto Frederik Paludan;pr1524_402;1962-11-04;1961-1963;all_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
1525;102;Vagn Aage Kvist;pr1525_102;1962-11-11;1961-1963;21tri_2;bla;Kirkeligt Samfund;rib;1914;2012;præ;gru;falsk;sandt;sandt;;;;;;
1526;402;Otto Frederik Paludan;pr1526_402;1962-11-18;1961-1963;22tri_2;bla;Kirkeligt Samfund;aar;1905;1980;præ;gru;falsk;sandt;sandt;;;;;;
